player_name,draft_year,pick_number,college,height_inches,weight_lbs,position,ppg,apg,rpg,spg,bpg,mpg,topg,fpg,fg_pct,three_pt_pct,ft_pct,efg_pct,two_pt_pct,ws,ws_40,ows,dws,ts_pct,tov_pct,ftr,three_pt_attempt_rate,college_seasons,one_and_done,recruit_rank,is_top_100_recruit,is_top_10_recruit,nba_seasons,nba_4yr_total_mp,nba_4yr_bpm,nba_4yr_vorp,nba_4yr_ws,career_ws48,meaningful_career,bpm_tier,minutes_tier,PosVORP
Jamison Brewer,2001,41,Auburn,76,184,Guard,5.655172414,4.068965517,4.706896552,1.086206897,0.05172413793,23.22413793,2.155172414,1.275862069,0.456,0.22,0.527,0.481,0.525,3.8,0.113,0.8,3,0.496,27.5,0.559,0.226,2,0,59,1,0,4,478,-2.368200837,-0.1,-0.1,-0.001,0,Rotation,Bust,0
Bobby Simmons,2001,42,DePaul,79,210,Forward,13.58064516,2.225806452,7.52688172,1.333333333,0.1827956989,31.60215054,2.537634409,2.913978495,0.428,0.331,0.783,0.493,0.49,11.1,0.151,5.9,5.2,0.552,17.1,0.456,0.389,3,0,26,1,0,10,4896,-0.27,2.1,10.4,0.084,1,Rotation,Starter+,1
Eric Chenowith,2001,43,Kansas,85,270,Center,9.215827338,0.8992805755,6.712230216,0.4964028777,1.741007194,22.34532374,1.964028777,2.820143885,0.454,0.1,0.723,0.454,0.457,15.1,0.194,3,12.1,0.506,17.7,0.425,0.009,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Kyle Hill,2001,44,Eastern Illinois University,74,180,Guard,18.56122449,3.163265306,4.306122449,1.653061224,0.5102040816,29.2755102,2.785714286,1.714285714,0.463,0.391,0.762,0.538,0.507,12.4,0.174,8.9,3.5,0.569,14.6,0.283,0.383,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Sean Lampley,2001,45,California,79,227,Forward,14.43902439,2.398373984,7.227642276,0.6991869919,0.5609756098,30.48780488,2.739837398,2.504065041,0.494,0.21,0.671,0.5,0.512,14.8,0.157,7.3,7.5,0.539,17,0.487,0.061,4,0,101,0,0,2,550,-1.681454545,0.1,1.1,0.096,0,Rotation,Bust,1
Loren Woods,2001,46,Arizona,85,245,Center,11.10280374,1.261682243,6.514018692,0.5140186916,2.626168224,25.96261682,1.822429907,1.953271028,0.493,0.222,0.745,0.494,0.496,16.2,0.234,5.6,10.7,0.553,15.4,0.541,0.011,4,0,101,0,0,6,2087,-2.58,-0.3,2.7,0.062,1,Rotation,Rotation,0
Ken Johnson,2001,49,Ohio State,83,240,Center,8.3,0.5,5.8,0.3,3.5,28,1.5,3,0.54,0,0.63,0.54,0.54,18.7,0.21,5.4,13.3,0.562,16.8,0.459,0,4,0,101,0,0,1,156,-6.8,-0.2,0,-0.002,0,Bust,Bust,0
Ruben Boumtje-Boumtje,2001,50,Georgetown,84,257,Center,9.633663366,0.900990099,7.02970297,0.8118811881,2.524752475,24.38613861,2.673267327,2.762376238,0.485,0,0.664,0.485,0.487,16,0.26,3.7,12.3,0.533,22.8,0.599,0.003,4,0,101,0,0,3,276,-5.396014493,-0.2,0.2,0.027,0,Bust,Bust,0
Alton Ford,2001,51,Houston,71,275,Center,10.76923077,0.6538461538,5.923076923,0.1923076923,0.7307692308,25.5,2.538461538,3.730769231,0.432,0.265,0.609,0.452,0.462,1.2,0.07,0.5,0.7,0.494,18.9,0.605,0.155,1,1,14,1,0,3,524,-6.445038168,-0.6,0.8,0.074,0,Bust,Bust,0
Andre Hutson,2001,52,Michigan State,80,240,Forward,10.0942029,1.202898551,6.050724638,0.7536231884,0.5434782609,25.85507246,1.702898551,2.507246377,0.609,0,0.727,0.609,0.609,22.3,0.25,11.6,10.7,0.642,17.8,0.577,0.001,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Jarron Collins,2001,53,Stanford,83,255,Forward,8.379844961,1.062015504,5.472868217,0.5658914729,0.5271317829,21.62015504,1.15503876,2.333333333,0.52,0.25,0.669,0.523,0.527,13.4,0.193,5.7,7.8,0.569,13.6,0.709,0.023,4,0,101,0,0,10,4554,-2.98,-1.1,9.3,0.088,1,Rotation,Starter+,0
Kenny Satterfield,2001,54,Cincinnati,74,186,Guard,11.88235294,5.220588235,4.088235294,1.441176471,0.1470588235,31.5,3.25,2.426470588,0.403,0.323,0.78,0.452,0.437,8,0.15,2.5,5.5,0.511,21.9,0.404,0.303,2,0,13,1,0,2,1082,-2.720887246,-0.6,-1.1,-0.051,0,Rotation,Rotation,0
Maurice Jeffers,2001,55,Saint Louis,76,195,Forward,11.1875,2.046875,5.1875,0.9375,0.390625,29.09375,2.25,2.390625,0.439,0.361,0.73,0.466,0.453,5.6,0.119,2.6,3,0.526,17.5,0.516,0.152,2,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Alvin Jones,2001,57,Georgia Tech,83,265,Center,10.58064516,1.370967742,8.669354839,0.7096774194,3.427419355,31.29032258,2.612903226,2.806451613,0.489,0,0.574,0.489,0.491,14.5,0.149,4.1,10.4,0.52,20.4,0.78,0.004,4,0,101,0,0,1,126,-8.7,-0.2,0.1,0.034,0,Bust,Bust,0
Bryan Bracey,2001,58,Oregon,79,210,Forward,13.20689655,0.6724137931,5.327586207,0.8103448276,0.275862069,23.37931034,1.862068966,2.379310345,0.518,0.426,0.76,0.557,0.539,6.2,0.184,4.6,1.6,0.602,14.5,0.484,0.182,2,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Jay Williams,2002,2,Duke,74,195,Guard,19.3,6,3.7,2.2,0.1,33.1,3.9,2.3,0.453,0.393,0.671,0.552,0.514,17.6,0.197,10.3,7.2,0.572,18.9,0.322,0.506,3,0,3,1,1,1,1961,-2,0,0.8,0.02,0,Rotation,Rotation,0
Mike Dunleavy,2002,3,Duke,81,220,Forward,13.2,2.2,5.8,1.6,0.5,28.8,1.9,2,0.475,0.371,0.698,0.56,0.564,14.8,0.198,7,7.9,0.58,14.6,0.265,0.46,3,0,26,1,0,15,8789,0.05065422687,4.7,15.8,0.103,1,Starter+,Starter+,1
Drew Gooden,2002,4,Kansas,82,230,Forward,15.57142857,1.591836735,9.234693878,1.06122449,1.091836735,26.18367347,2.56122449,2.459183673,0.493,0.306,0.698,0.501,0.503,13.1,0.204,5.2,7.9,0.537,15,0.379,0.051,3,0,21,1,0,14,8403,-1.474580507,1.3,13.8,0.105,1,Rotation,Starter+,1
Dajuan Wagner,2002,6,Memphis,74,200,Guard,21.16666667,3.555555556,2.472222222,1.194444444,0.5555555556,31.83333333,2.916666667,2.805555556,0.41,0.317,0.722,0.461,0.453,4.1,0.143,1.7,2.4,0.504,12.2,0.355,0.321,1,1,3,1,1,4,2195,-4.968974943,-1.6,0,0,1,Bust,Rotation,0
Chris Wilcox,2002,8,Maryland,82,221,Center,7.914285714,0.9857142857,4.714285714,0.4857142857,1.014285714,16.57142857,1.028571429,2.014285714,0.52,0,0.589,0.52,0.522,5.5,0.19,1.9,3.6,0.536,12.2,0.418,0.005,2,0,23,1,0,11,4363,-1.69,0.3,8.9,0.103,1,Rotation,Starter+,1
Caron Butler,2002,10,UConn,79,217,Forward,18,3,7.6,2.1,0.3,34.5,2.7,2.4,0.465,0.364,0.768,0.491,0.482,9.4,0.172,4.6,4.7,0.544,13.9,0.426,0.139,2,0,60,1,0,14,10342,-0.46,4,18.8,0.086,1,Rotation,Starter+,1
Jared Jeffries,2002,11,Indiana,83,230,Forward,14.4,2.228571429,7.242857143,1.214285714,1.257142857,32.61428571,2.885714286,2.685714286,0.45,0.325,0.643,0.475,0.472,8.9,0.156,3,6,0.515,17.1,0.521,0.153,2,0,9,1,1,11,6163,-2.31,-0.4,6.6,0.046,1,Rotation,Starter+,0
Melvin Ely,2002,12,Fresno State,82,260,Center,15.73387097,1.120967742,7.451612903,0.7822580645,2.911290323,32.50806452,2.443548387,2.790322581,0.577,0.333,0.648,0.578,0.578,21.1,0.209,11.3,9.8,0.595,15.6,0.42,0.002,4,0,101,0,0,9,4309,-3.42,-1.5,3.3,0.032,1,Bust,Starter+,0
Marcus Haislip,2002,13,Tennessee,82,230,Forward,8.370786517,0.4606741573,3.449438202,0.3146067416,1.303370787,17.13483146,1.056179775,2.426966292,0.53,0.373,0.705,0.566,0.568,7.6,0.198,4.4,3.1,0.596,13.1,0.422,0.196,3,0,101,0,0,4,810,-4.8,-0.5,0.4,0.026,0,Bust,Bust,0
Fred Jones,2002,14,Oregon,76,210,Guard,13.152,2.936,5.048,1.184,0.592,28.216,2.44,2.504,0.481,0.338,0.805,0.545,0.568,15.4,0.174,9.7,5.7,0.595,18.1,0.42,0.378,4,0,54,1,0,7,5728,-0.22,2.5,11.4,0.077,1,Rotation,Starter+,1
Juan Dixon,2002,17,Maryland,75,164,Guard,16.09219858,2.631205674,4.24822695,2.361702128,0.1843971631,28.38297872,2.517730496,2.007092199,0.468,0.389,0.85,0.538,0.513,20.6,0.206,12.2,8.4,0.582,15.4,0.292,0.359,4,0,101,0,0,7,5109,-1.81,0.2,4.7,0.034,1,Rotation,Starter+,1
Curtis Borchardt,2002,18,Stanford,84,240,Center,10.16666667,1.242424242,7.242424242,0.4090909091,2.181818182,21.60606061,1.363636364,2.287878788,0.534,0.375,0.691,0.552,0.551,10.4,0.291,3.8,6.6,0.592,13.7,0.631,0.092,3,0,63,1,0,2,1117,-3.769024172,-0.5,0.9,0.041,0,Bust,Rotation,0
Ryan Humphrey,2002,19,Notre Dame,80,235,Forward,13.27642276,1.284552846,8.43902439,0.8536585366,2.317073171,28.80487805,2.219512195,2.87804878,0.495,0.364,0.536,0.498,0.497,17.8,0.201,4.1,13.7,0.51,14.6,0.472,0.017,4,0,101,0,0,3,772,-8.102590674,-1.1,-0.4,-0.027,0,Bust,Bust,0
Kareem Rush,2002,20,Missouri,78,215,Forward,18.85714286,2.071428571,5.428571429,1.214285714,0.5595238095,30.19047619,2.773809524,2.30952381,0.445,0.422,0.777,0.537,0.464,12.2,0.193,7.9,4.3,0.569,14.3,0.269,0.434,3,0,34,1,0,7,4195,-3.49,-1.5,0.8,0.013,1,Bust,Starter+,0
Casey Jacobsen,2002,22,Stanford,78,215,Guard,18.13684211,2.673684211,3.831578947,0.5263157895,0.07368421053,31.78947368,2.031578947,1.4,0.47,0.427,0.771,0.566,0.505,15.1,0.2,11.3,3.8,0.609,12,0.454,0.447,3,0,18,1,0,4,4773,-1.844814582,0.2,6.5,0.056,1,Rotation,Starter+,1
Tayshaun Prince,2002,23,Kentucky,81,215,Forward,13.1,1.9,5.6,0.8,1.1,29.8,1.7,1.4,0.457,0.329,0.743,0.529,0.556,18.2,0.181,8.4,9.8,0.557,12.3,0.261,0.438,4,0,12,1,0,14,9073,1.34,7.6,24.7,0.096,1,Starter+,Starter+,1
Frank Williams,2002,25,Illinois,75,212,Guard,14.25742574,4.277227723,3.95049505,2.099009901,0.2772277228,31.7029703,2.722772277,1.831683168,0.396,0.326,0.807,0.453,0.433,11.2,0.14,4.3,6.9,0.515,16.4,0.39,0.351,3,0,21,1,0,3,952,-3.229831933,-0.3,0.1,0.003,0,Bust,Bust,0
John Salmons,2002,26,Miami (FL),79,210,Guard,10.37903226,3.491935484,5.540322581,1.548387097,0.6532258065,30.75806452,2.588709677,2.548387097,0.466,0.321,0.805,0.511,0.523,16.3,0.171,7.1,9.2,0.566,22,0.408,0.281,4,0,82,1,0,13,5159,-1.63,0.5,5.8,0.069,1,Rotation,Starter+,1
Chris Jefferies,2002,27,Fresno State,80,225,Forward,12.94318182,1.829545455,4.829545455,1.113636364,1.159090909,27.95454545,2.363636364,2.261363636,0.436,0.338,0.628,0.503,0.5,9.2,0.149,3.9,5.3,0.53,16.2,0.446,0.397,3,0,87,1,0,2,861,-5.460278746,-0.8,-0.5,-0.03,0,Bust,Bust,0
Dan Dickau,2002,28,Gonzaga,72,190,Guard,13.29896907,3.731958763,2.432989691,0.6804123711,0.07216494845,25.53608247,2.587628866,1.804123711,0.451,0.462,0.854,0.578,0.436,12.4,0.2,9.5,2.9,0.634,19.8,0.441,0.553,4,0,101,0,0,6,3133,-1.34,0.6,3.9,0.061,1,Rotation,Rotation,1
Steve Logan,2002,30,Cincinnati,72,200,Guard,14.7,3.4,2.2,0.7,0,28.9,1.7,1.7,0.435,0.378,0.861,0.522,0.482,18.2,0.187,11.7,6.6,0.577,11.5,0.351,0.462,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Roger Mason,2002,31,Virginia,77,200,Guard,13.83146067,2.584269663,3.02247191,1.011235955,0.3707865169,29.59550562,2.191011236,2.348314607,0.436,0.375,0.869,0.513,0.479,10,0.152,6.4,3.6,0.579,15.5,0.412,0.411,3,0,37,1,0,10,441,-3.704988662,-0.2,0.2,0.068,0,Bust,Bust,0
Robert Archibald,2002,32,Illinois,83,250,Center,6.169230769,0.8230769231,4.146153846,0.5,0.6230769231,16.18461538,1.561538462,3,0.57,0,0.681,0.57,0.571,11.5,0.218,5.5,6,0.615,23.7,0.927,0.002,4,0,101,0,0,2,318,-6.339622642,-0.3,0,-0.004,0,Bust,Bust,0
Vincent Yarbrough,2002,33,Tennessee,79,210,Forward,13.67716535,2.307086614,6.787401575,1.661417323,1.031496063,30.38582677,2.228346457,1.88976378,0.44,0.34,0.687,0.504,0.5,15.2,0.157,6.5,8.7,0.535,14.8,0.346,0.377,4,0,11,1,0,1,1381,-2.4,-0.1,1,0.035,0,Rotation,Rotation,0
Dan Gadzuric,2002,34,UCLA,83,240,Center,10.54918033,0.6147540984,7.344262295,0.7213114754,1.508196721,24.14754098,1.770491803,2.803278689,0.548,0,0.449,0.548,0.549,12.5,0.169,4.6,7.9,0.535,15.2,0.425,0.001,4,0,4,1,1,10,4688,-0.66,1.5,12.6,0.097,1,Rotation,Starter+,1
Carlos Boozer,2002,35,Duke,81,258,Center,14.91089109,1.138613861,7.168316832,0.9504950495,0.7128712871,25.94059406,1.554455446,2.851485149,0.631,0,0.741,0.631,0.632,19,0.29,11.4,7.6,0.665,12.2,0.612,0.001,3,0,8,1,1,13,7438,1.35,6.3,22.9,0.143,1,Starter+,Starter+,1
Tito Maddox,2002,38,Fresno State,76,190,Guard,13.48,8,5.76,1.64,0.2,32.28,5.2,2.68,0.391,0.286,0.703,0.427,0.427,2.2,0.11,0.5,1.7,0.486,27.3,0.491,0.249,1,1,42,1,0,1,35,-1.4,0,0,-0.011,0,Rotation,Bust,0
Rod Grizzard,2002,39,Alabama,80,205,Guard,14.87,1.71,5.82,1.06,1,30.32,2.4,2.28,0.402,0.304,0.785,0.469,0.48,11.7,0.155,4.4,7.3,0.518,14.3,0.333,0.444,3,0,27,1,0,0,0,0,0,0,0,0,Bust,Bust,0
Jason Jennings,2002,43,Arkansas State University,84,250,Center,9.31092437,0.6470588235,4.731092437,0.3025210084,2.218487395,19.38655462,1.529411765,2.327731092,0.545,0,0.714,0.545,0.545,13.5,0.233,6,7.5,0.577,15.9,0.383,0,4,0,101,0,0,0,0,0,0,0,0,0,Bust,Bust,0
Lonny Baxter,2002,44,Maryland,72,260,Center,13.46376812,0.6956521739,7.231884058,0.8695652174,1.644927536,24.44202899,1.630434783,2.956521739,0.553,0.6,0.6,0.554,0.553,19.9,0.236,9,10.9,0.571,12.1,0.558,0.004,4,0,86,1,0,4,1884,-4.63,-1.2,2.9,0.075,0,Bust,Rotation,0
Sam Clancy,2002,45,USC,79,240,Forward,14.66371681,1.185840708,7.424778761,1.185840708,1.725663717,31.07964602,1.707964602,2.575221239,0.495,0.4,0.617,0.496,0.495,15.1,0.172,5.2,10,0.525,10.9,0.496,0.004,4,0,49,1,0,0,0,0,0,0,0,0,Bust,Bust,0
Matt Barnes,2002,46,UCLA,79,235,Forward,8.809917355,2.024793388,4.826446281,0.9504132231,0.3719008264,22.57024793,1.983471074,2.247933884,0.469,0.314,0.566,0.505,0.514,7.9,0.115,3.2,4.6,0.52,19,0.414,0.226,4,0,54,1,0,14,3865,-1.088020699,0.9,5.8,0.093,1,Rotation,Rotation,1
Jamal Sampson,2002,47,California,83,235,Forward,6.4375,1.1875,6.53125,0.46875,1.6875,24.90625,1.65625,2.65625,0.426,0,0.526,0.426,0.426,2.5,0.127,-0.2,2.7,0.452,18.9,0.519,0,1,1,23,1,0,5,506,-2.34,-0.1,1.1,0.106,0,Rotation,Bust,0
Chris Owens,2002,48,Texas,79,245,Forward,10.81132075,0.8490566038,6.367924528,0.9528301887,1.783018868,24.96226415,1.698113208,2.735849057,0.453,0.231,0.598,0.462,0.471,12,0.181,2.3,9.7,0.498,13.5,0.586,0.072,4,0,101,0,0,1,6,-0.5,0,0,-0.032,0,Rotation,Bust,0
Darius Songaila,2002,50,Wake Forest,81,248,Forward,14.3,1.761538462,6.253846154,1.084615385,0.7384615385,26.16153846,2.761538462,3.315384615,0.511,0.343,0.831,0.516,0.516,19.3,0.227,11.3,8,0.591,18.6,0.556,0.028,4,0,58,1,0,8,3973,-1.040599044,1,9.4,0.083,1,Rotation,Rotation,1
Marcus Taylor,2002,52,Michigan State,75,195,Guard,12.05084746,4.406779661,2.06779661,0.7118644068,0.1186440678,28.10169492,2.576271186,1.745762712,0.399,0.335,0.795,0.462,0.437,4,0.097,1.9,2.2,0.504,17.7,0.265,0.376,2,0,5,1,1,0,0,0,0,0,0,0,Bust,Bust,0
Rasual Butler,2002,53,La Salle,79,205,Forward,19.31818182,1.609090909,5.909090909,0.9818181818,1.090909091,38.28181818,2.654545455,1.563636364,0.409,0.359,0.829,0.486,0.447,13.3,0.126,7.1,6.1,0.523,12.6,0.223,0.427,4,0,37,1,0,13,5267,-1.76,0.3,5.1,0.058,1,Rotation,Starter+,1
Tamar Slay,2002,54,Marshall,80,215,Guard,15.71929825,2.184210526,4.447368421,1.245614035,0.4649122807,28.76315789,2.447368421,2.096491228,0.443,0.386,0.749,0.531,0.491,12.2,0.148,8.3,3.9,0.561,14.9,0.273,0.46,4,0,101,0,0,3,517,-5.717794971,-0.5,-0.3,-0.029,0,Bust,Bust,0
Randy Holcomb,2002,57,San Diego State,81,225,Forward,12.53763441,1.23655914,6.172043011,0.6774193548,0.7096774194,25.25806452,2.774193548,2.107526882,0.473,0.315,0.644,0.494,0.498,7.7,0.13,3.6,4.1,0.523,18.8,0.387,0.132,3,0,101,0,0,1,11,-1.7,0,0,0.15,0,Rotation,Bust,0
Corsley Edwards,2002,58,Central Connecticut State University,81,275,Center,14.07317073,0.756097561,7.861788618,0.9430894309,1.609756098,27.62601626,2.105691057,2.788617886,0.509,0,0.688,0.509,0.51,19.3,0.227,7.8,11.5,0.55,14.1,0.485,0.002,4,0,101,0,0,1,110,-6.2,-0.1,0.1,0.026,0,Bust,Bust,0
Carmelo Anthony,2003,3,Syracuse,80,230,Forward,22.22857143,2.2,9.971428571,1.571428571,0.8571428571,36.4,2.2,2.2,0.453,0.337,0.706,0.498,0.496,5.8,0.183,2.7,3.1,0.537,9.6,0.389,0.271,1,1,2,1,1,19,11030,0.89,8.1,27.7,0.12,1,Starter+,Starter+,1
Chris Bosh,2003,4,Georgia Tech,82,228,Forward,15.64516129,1.225806452,8.967741935,0.9677419355,2.161290323,30.96774194,2.322580645,2.35483871,0.56,0.478,0.73,0.597,0.575,6.4,0.267,3.5,2.9,0.634,15.8,0.58,0.153,1,1,5,1,1,13,10936,1.15,8.7,32.4,0.159,1,Starter+,Starter+,1
Dwyane Wade,2003,5,Marquette,76,212,Guard,19.70769231,3.923076923,6.461538462,2.307692308,1.215384615,30.66153846,3.123076923,2.4,0.494,0.333,0.745,0.511,0.512,13.3,0.268,6,7.3,0.557,15,0.421,0.1,2,0,101,0,0,16,9923,5.52,18.8,38.8,0.162,1,Starter+,Starter+,1
Chris Kaman,2003,6,Central Michigan University,84,268,Center,15.06024096,0.7831325301,8.518072289,0.5060240964,2.192771084,26.25301205,3.096385542,2.819277108,0.608,0,0.713,0.608,0.608,12.3,0.226,9.2,3.1,0.643,20.9,0.685,0,3,0,101,0,0,13,8211,-2.45,-0.9,11.1,0.06,1,Rotation,Starter+,0
Kirk Hinrich,2003,7,Kansas,75,190,Guard,12.43262411,4.737588652,3.773049645,1.460992908,0.4042553191,29.70212766,2.695035461,2.709219858,0.493,0.43,0.776,0.587,0.542,20,0.191,11.5,8.5,0.616,21.1,0.298,0.438,4,0,62,1,0,4,11300,1.6,10.3,29,0.093,1,Starter+,Starter+,1
T.J. Ford,2003,8,Texas,72,165,Guard,12.92424242,7.984848485,3.833333333,2.090909091,0.1363636364,33,3.606060606,2.636363636,0.406,0.228,0.801,0.422,0.436,7.4,0.135,2,5.3,0.5,21.8,0.478,0.145,2,0,17,1,0,8,6272,-0.7306281888,2,7.5,0.068,1,Rotation,Starter+,1
Mike Sweetney,2003,9,Georgetown,80,275,Forward,18.22916667,1.8125,9.239583333,1.052083333,1.875,28.96875,2.458333333,2.333333333,0.544,0,0.727,0.544,0.546,21,0.302,10.4,10.6,0.597,13.9,0.658,0.004,3,0,34,1,0,4,3610,-2.67,-0.7,7.7,0.103,1,Rotation,Rotation,0
Jarvis Hayes,2003,10,Georgia,79,220,Forward,18,1.5,5,1.3,0.5,31.4,1.7,2.3,0.457,0.369,0.772,0.519,0.502,9.2,0.14,6,3.3,0.546,9.5,0.209,0.339,3,0,101,0,0,7,5746,-2.99,-1.5,4.4,0.049,1,Rotation,Starter+,0
Nick Collison,2003,12,Kansas,81,255,Forward,14.76760563,1.809859155,8.049295775,1.091549296,1.711267606,27.38028169,2.436619718,2.908450704,0.562,0.359,0.624,0.57,0.571,25.2,0.259,11,14.2,0.583,16.1,0.376,0.042,4,0,22,1,0,14,5222,-2.434699349,-0.6,10.8,0.115,1,Rotation,Starter+,0
Marcus Banks,2003,13,UNLV,74,200,Guard,18.07936508,4.26984127,3.333333333,2.507936508,0.1587301587,34.28571429,3.571428571,2.904761905,0.495,0.33,0.731,0.537,0.551,8.8,0.164,6.4,2.4,0.585,18.8,0.555,0.256,2,0,101,0,0,8,4530,-2.08,-0.2,5.3,0.057,1,Rotation,Starter+,0
Luke Ridnour,2003,14,Oregon,74,175,Guard,14.57291667,5.208333333,2.96875,1.5625,0.1041666667,33.60416667,3.15625,2.0625,0.429,0.389,0.859,0.53,0.472,11.2,0.139,7.8,3.4,0.588,20.3,0.387,0.519,3,0,68,1,0,12,8401,-0.42,3.4,13.3,0.08,1,Rotation,Starter+,1
Reece Gaines,2003,15,Louisville,78,205,Guard,15.56,3.8,3.392,1.536,0.224,31.568,2.656,2.528,0.452,0.383,0.75,0.533,0.502,16.7,0.169,10.6,6.1,0.577,16.4,0.435,0.421,4,0,39,1,0,3,605,-6.103471074,-0.6,-0.6,-0.049,0,Bust,Bust,0
Troy Bell,2003,16,Boston College,73,180,Guard,21.57377049,3.5,4.040983607,2.229508197,0.2868852459,35.71311475,2.87704918,2.327868852,0.424,0.372,0.868,0.508,0.467,22.9,0.21,15.3,7.6,0.588,13.6,0.52,0.45,4,0,101,0,0,1,34,-19.6,-0.2,-0.2,-0.326,0,Bust,Bust,0
David West,2003,18,Xavier,81,240,Forward,16.92063492,2.119047619,10.38095238,1.380952381,1.80952381,33.41269841,2.53968254,2.777777778,0.531,0.327,0.757,0.538,0.54,31.7,0.301,13.7,18,0.598,15.2,0.64,0.04,4,0,101,0,0,15,5908,0.51,3.8,15.6,0.141,1,Starter+,Starter+,1
Dahntay Jones,2003,20,Duke,78,210,Forward,13.8,1.4,4.6,1,0.6,29.8,2.1,3,0.452,0.344,0.745,0.491,0.484,14,0.143,7,7,0.539,14.2,0.41,0.225,4,0,91,1,0,13,3441,-4.456204592,-2.1,1.8,0.048,1,Bust,Rotation,0
Brian Cook,2003,24,Illinois,81,234,Forward,13.24242424,1.295454545,6.174242424,0.696969697,1.03030303,25.67424242,2.015151515,2.984848485,0.51,0.339,0.793,0.547,0.558,20.5,0.241,10.6,9.9,0.592,15.3,0.388,0.222,4,0,20,1,0,9,4082,-0.59,1.4,9.4,0.086,1,Rotation,Starter+,1
Josh Howard,2003,29,Wake Forest,79,210,Forward,13.86614173,1.881889764,6.582677165,1.692913386,1.125984252,27.84251969,2.165354331,2.937007874,0.483,0.353,0.708,0.524,0.522,19,0.215,8.1,10.9,0.558,14.8,0.383,0.231,4,0,101,0,0,10,8405,1.74,8,25.4,0.119,1,Starter+,Starter+,1
Jason Kapono,2003,31,UCLA,80,213,Forward,16.49606299,2.086614173,5.094488189,0.8503937008,0.06299212598,33.96062992,2.251968504,2.31496063,0.469,0.446,0.83,0.575,0.489,17.1,0.159,13.7,3.5,0.613,14.3,0.307,0.476,4,0,10,1,1,9,4350,-1.71,0.4,7.2,0.055,1,Rotation,Starter+,1
Luke Walton,2003,32,Arizona,80,235,Forward,9.139534884,4.511627907,5.131782946,1.170542636,0.4496124031,27.24031008,2.604651163,1.829457364,0.426,0.284,0.685,0.459,0.47,10.4,0.118,2.7,7.7,0.502,22.2,0.406,0.232,4,0,71,1,0,10,4813,-0.26,2.1,7.9,0.067,1,Rotation,Starter+,1
Mario Austin,2003,36,Mississippi State,81,260,Forward,13.17582418,1.131868132,6.263736264,0.7032967033,0.5824175824,26.37362637,1.956043956,2.021978022,0.531,0.353,0.66,0.534,0.534,11.6,0.193,6.1,5.4,0.565,14.4,0.491,0.02,3,0,8,1,1,0,0,0,0,0,0,0,Bust,Bust,0
Travis Hansen,2003,37,BYU,78,205,Guard,13.22093023,1.744186047,4.790697674,0.7325581395,0.4302325581,27.39534884,1.965116279,2.825581395,0.434,0.369,0.774,0.479,0.455,8.6,0.146,4.9,3.7,0.544,13.9,0.504,0.244,3,0,101,0,0,1,507,-6.2,-0.5,0.2,0.019,0,Bust,Bust,0
Steve Blake,2003,38,Maryland,75,172,Guard,8.253623188,7.043478261,3.369565217,1.695652174,0.2753623188,31.25362319,3.282608696,2.101449275,0.401,0.381,0.771,0.499,0.423,13.4,0.124,5,8.4,0.537,29.9,0.291,0.513,4,0,55,1,0,13,6046,-2.08,-0.1,5.9,0.067,1,Rotation,Starter+,0
Derrick Zimmerman,2003,40,Mississippi State,75,195,Guard,6.850393701,4.039370079,3.291338583,1.614173228,0.7007874016,26,2.606299213,2.149606299,0.477,0.268,0.6,0.505,0.533,12,0.146,3.6,8.5,0.529,28.7,0.496,0.214,4,0,96,1,0,1,32,-10.4,-0.1,0,0.004,0,Bust,Bust,0
Willie Green,2003,41,Detroit Mercy,76,200,Guard,14.34677419,2.177419355,4.185483871,0.9435483871,0.2822580645,30.00806452,1.983870968,2.338709677,0.461,0.352,0.757,0.503,0.495,13.8,0.149,7.8,6,0.544,13.1,0.339,0.242,4,0,101,0,0,12,3828,-4.41,-2.3,-0.7,0.042,1,Bust,Rotation,0
Keith Bogans,2003,43,Kentucky,77,215,Guard,14.24444444,2.325925926,4.088888889,1.140740741,0.1111111111,28.98518519,2.251851852,1.955555556,0.437,0.342,0.688,0.52,0.527,14.9,0.153,8.2,6.8,0.546,14.7,0.309,0.484,4,0,2,1,1,11,6480,-2.38,-0.7,5.4,0.068,1,Rotation,Starter+,0
Matt Bonner,2003,45,Florida,82,240,Forward,11.98473282,1.20610687,5.938931298,0.7175572519,0.4885496183,25.04580153,1.34351145,1.984732824,0.503,0.395,0.74,0.574,0.564,16.9,0.206,9.6,7.2,0.599,11.8,0.287,0.362,4,0,38,1,0,12,3916,0.101072523,2.1,10.5,0.138,1,Starter+,Rotation,1
Mo Williams,2003,47,Alabama,73,185,Guard,13.09375,4.234375,3.90625,1.484375,0.140625,33.734375,2.953125,2.375,0.405,0.294,0.847,0.47,0.492,7.2,0.133,3,4.2,0.524,19.1,0.308,0.438,2,0,16,1,0,13,7029,-1.107156068,1.5,8.1,0.08,1,Rotation,Starter+,1
